input_file=mitdb_213_mlii_10s_delta2_var.bin input_len=3601
idx exp src rx src_match rx_match ascii
1877 01 01 01 1 1 .
1878 01 01 01 1 1 .
1879 08 08 08 1 1 .
1880 0d 0d 0d 1 1 .
1881 01 01 01 1 1 .
1882 00 00 00 1 1 .
1883 02 02 02 1 1 .
1884 08 08 08 1 1 .
1885 05 05 05 1 1 .
1886 04 04 04 1 1 .
1887 04 04 04 1 1 .
1888 05 05 05 1 1 .
1889 06 06 06 1 1 .
1890 03 03 03 1 1 .
1891 06 06 06 1 1 .
1892 02 02 02 1 1 .
1893 05 05 05 1 1 .
1894 01 01 01 1 1 .
1895 00 00 00 1 1 .
1896 03 03 03 1 1 .
1897 02 02 02 1 1 .
1898 08 08 08 1 1 .
1899 02 02 02 1 1 .
1900 04 04 04 1 1 .
1901 03 03 03 1 1 .
1902 02 02 02 1 1 .
1903 03 03 03 1 1 .
1904 00 00 00 1 1 .
1905 01 01 01 1 1 .
1906 01 01 01 1 1 .
1907 08 08 08 1 1 .
1908 02 02 02 1 1 .
1909 00 00 00 1 1 .
1910 04 04 04 1 1 .
1911 01 01 01 1 1 .
1912 05 05 05 1 1 .
1913 06 06 06 1 1 .
1914 02 02 02 1 1 .
1915 00 00 00 1 1 .
1916 01 01 01 1 1 .
1917 04 04 04 1 1 .
1918 03 03 03 1 1 .
1919 03 03 03 1 1 .
1920 00 00 00 1 1 .
1921 01 01 01 1 1 .
1922 04 04 04 1 1 .
1923 02 02 02 1 1 .
1924 02 02 02 1 1 .
1925 01 01 01 1 1 .
1926 08 08 08 1 1 .
1927 0d 0d 0d 1 1 .
1928 08 08 08 1 1 .
1929 05 05 05 1 1 .
1930 02 02 02 1 1 .
1931 01 01 01 1 1 .
1932 00 00 00 1 1 .
1933 02 02 02 1 1 .
1934 01 01 01 1 1 .
1935 02 02 02 1 1 .
1936 05 05 05 1 1 .
1937 00 00 00 1 1 .
1938 03 03 03 1 1 .
1939 04 04 04 1 1 .
1940 05 05 05 1 1 .
1941 06 06 06 1 1 .
1942 05 05 05 1 1 .
1943 09 09 09 1 1 .
1944 06 06 06 1 1 .
1945 07 07 07 1 1 .
1946 06 06 06 1 1 .
1947 01 01 01 1 1 .
1948 08 08 08 1 1 .
1949 00 00 00 1 1 .
1950 01 01 01 1 1 .
1951 03 03 03 1 1 .
1952 05 05 05 1 1 .
1953 05 05 05 1 1 .
1954 04 04 04 1 1 .
1955 04 04 04 1 1 .
1956 05 05 05 1 1 .
1957 0c 0c 0c 1 1 .
1958 00 00 00 1 1 .
1959 0b 0b 0b 1 1 .
1960 0a 0a 0a 1 1 .
1961 07 07 07 1 1 .
1962 04 04 04 1 1 .
1963 04 04 04 1 1 .
1964 01 01 01 1 1 .
1965 00 00 00 1 1 .
1966 01 01 01 1 1 .
1967 03 03 03 1 1 .
1968 02 02 02 1 1 .
1969 03 03 03 1 1 .
1970 10 10 10 1 1 .
1971 01 01 01 1 1 .
1972 03 03 03 1 1 .
1973 04 04 04 1 1 .
1974 02 02 02 1 1 .
1975 09 09 09 1 1 .
1976 04 04 04 1 1 .
1977 03 03 03 1 1 .
1978 08 08 08 1 1 .
1979 01 01 01 1 1 .
1980 08 08 08 1 1 .
1981 04 04 04 1 1 .
1982 02 02 02 1 1 .
1983 00 00 00 1 1 .
1984 07 07 07 1 1 .
1985 00 00 00 1 1 .
1986 00 00 00 1 1 .
1987 08 08 08 1 1 .
1988 01 01 01 1 1 .
1989 06 06 06 1 1 .
1990 01 01 01 1 1 .
1991 0b 0b 0b 1 1 .
1992 04 04 04 1 1 .
1993 02 02 02 1 1 .
1994 01 01 01 1 1 .
1995 0c 0c 0c 1 1 .
1996 07 07 07 1 1 .
1997 0c 0c 0c 1 1 .
1998 03 03 03 1 1 .
1999 05 05 05 1 1 .
2000 0d 0d 0d 1 1 .
2001 00 00 00 1 1 .
2002 07 07 07 1 1 .
2003 07 07 07 1 1 .
2004 05 05 05 1 1 .
2005 00 00 00 1 1 .
2006 08 08 08 1 1 .
2007 05 05 05 1 1 .
2008 0c 0c 0c 1 1 .
2009 03 03 03 1 1 .
2010 02 02 02 1 1 .
2011 06 06 06 1 1 .
2012 04 04 04 1 1 .
2013 02 02 02 1 1 .
2014 02 02 02 1 1 .
2015 04 04 04 1 1 .
2016 03 03 03 1 1 .
2017 01 01 01 1 1 .
2018 03 03 03 1 1 .
2019 02 02 02 1 1 .
2020 00 00 00 1 1 .
2021 0a 0a 0a 1 1 .
2022 02 02 02 1 1 .
2023 07 07 07 1 1 .
2024 00 00 00 1 1 .
2025 04 04 04 1 1 .
2026 07 07 07 1 1 .
2027 02 02 02 1 1 .
2028 07 07 07 1 1 .
2029 06 06 06 1 1 .
2030 02 02 02 1 1 .
2031 02 02 02 1 1 .
2032 08 08 08 1 1 .
2033 0b 0b 0b 1 1 .
2034 0c 0c 0c 1 1 .
2035 0f 0f 0f 1 1 .
2036 01 01 01 1 1 .
2037 0c 0c 0c 1 1 .
2038 08 08 08 1 1 .
2039 18 18 18 1 1 .
2040 20 20 20 1 1  
2041 1e 1e 1e 1 1 .
2042 18 18 18 1 1 .
2043 18 18 18 1 1 .
2044 14 14 14 1 1 .
2045 06 06 06 1 1 .
2046 13 13 13 1 1 .
2047 2d 2d 2d 1 1 -
2048 51 51 51 1 1 Q
2049 4f 4f 4f 1 1 O
2050 4d 4d 4d 1 1 M
2051 27 27 27 1 1 '
2052 0f 0f 0f 1 1 .
2053 07 07 07 1 1 .
2054 1a 1a 1a 1 1 .
2055 14 14 14 1 1 .
2056 1c 1c 1c 1 1 .
2057 24 24 24 1 1 $
2058 24 24 24 1 1 $
2059 30 30 30 1 1 0
2060 24 24 24 1 1 $
2061 12 12 12 1 1 .
2062 0a 0a 0a 1 1 .
2063 0b 0b 0b 1 1 .
2064 19 19 19 1 1 .
2065 0f 0f 0f 1 1 .
2066 09 09 09 1 1 .
2067 09 09 09 1 1 .
2068 03 03 03 1 1 .
2069 0c 0c 0c 1 1 .
2070 04 04 04 1 1 .
2071 08 08 08 1 1 .
2072 00 00 00 1 1 .
2073 03 03 03 1 1 .
2074 05 05 05 1 1 .
2075 02 02 02 1 1 .
2076 09 09 09 1 1 .
2077 0e 0e 0e 1 1 .
2078 01 01 01 1 1 .
2079 06 06 06 1 1 .
2080 01 01 01 1 1 .
2081 00 00 00 1 1 .
2082 05 05 05 1 1 .
2083 02 02 02 1 1 .
2084 03 03 03 1 1 .
2085 04 04 04 1 1 .
2086 00 00 00 1 1 .
2087 02 02 02 1 1 .
2088 00 00 00 1 1 .
2089 05 05 05 1 1 .
2090 08 08 08 1 1 .
2091 05 05 05 1 1 .
2092 06 06 06 1 1 .
2093 08 08 08 1 1 .
2094 01 01 01 1 1 .
2095 04 04 04 1 1 .
2096 05 05 05 1 1 .
2097 01 01 01 1 1 .
2098 03 03 03 1 1 .
2099 04 04 04 1 1 .
2100 01 01 01 1 1 .
2101 02 02 02 1 1 .
2102 04 04 04 1 1 .
2103 0e 0e 0e 1 1 .
2104 09 09 09 1 1 .
2105 04 04 04 1 1 .
2106 05 05 05 1 1 .
2107 00 00 00 1 1 .
2108 03 03 03 1 1 .
2109 04 04 04 1 1 .
2110 02 02 02 1 1 .
2111 02 02 02 1 1 .
2112 06 06 06 1 1 .
2113 07 07 07 1 1 .
2114 08 08 08 1 1 .
2115 03 03 03 1 1 .
2116 02 02 02 1 1 .
2117 03 03 03 1 1 .
2118 02 02 02 1 1 .
2119 0c 0c 0c 1 1 .
2120 07 07 07 1 1 .
2121 03 03 03 1 1 .
2122 03 03 03 1 1 .
2123 03 03 03 1 1 .
2124 01 01 01 1 1 .
2125 0e 0e 0e 1 1 .
2126 00 00 00 1 1 .
2127 01 01 01 1 1 .
2128 00 00 00 1 1 .
2129 03 03 03 1 1 .
2130 01 01 01 1 1 .
2131 09 09 09 1 1 .
2132 08 08 08 1 1 .
2133 07 07 07 1 1 .
2134 02 02 02 1 1 .
2135 00 00 00 1 1 .
2136 01 01 01 1 1 .
2137 05 05 05 1 1 .
2138 02 02 02 1 1 .
2139 01 01 01 1 1 .
2140 04 04 04 1 1 .
2141 01 01 01 1 1 .
2142 06 06 06 1 1 .
2143 05 05 05 1 1 .
2144 0f 0f 0f 1 1 .
2145 04 04 04 1 1 .
2146 02 02 02 1 1 .
2147 02 02 02 1 1 .
2148 00 00 00 1 1 .
2149 02 02 02 1 1 .
2150 00 00 00 1 1 .
2151 06 06 06 1 1 .
2152 07 07 07 1 1 .
2153 00 00 00 1 1 .
2154 03 03 03 1 1 .
2155 00 00 00 1 1 .
2156 00 00 00 1 1 .
2157 0c 0c 0c 1 1 .
2158 05 05 05 1 1 .
2159 03 03 03 1 1 .
2160 01 01 01 1 1 .
2161 02 02 02 1 1 .
2162 07 07 07 1 1 .
2163 0e 0e 0e 1 1 .
2164 06 06 06 1 1 .
2165 01 01 01 1 1 .
2166 01 01 01 1 1 .
2167 00 00 00 1 1 .
2168 02 02 02 1 1 .
2169 07 07 07 1 1 .
2170 02 02 02 1 1 .
2171 04 04 04 1 1 .
2172 00 00 00 1 1 .
2173 04 04 04 1 1 .
2174 02 02 02 1 1 .
2175 03 03 03 1 1 .
2176 02 02 02 1 1 .
2177 02 02 02 1 1 .
2178 0a 0a 0a 1 1 .
2179 01 01 01 1 1 .
2180 02 02 02 1 1 .
2181 06 06 06 1 1 .
2182 07 07 07 1 1 .
2183 00 00 00 1 1 .
2184 03 03 03 1 1 .
2185 05 05 05 1 1 .
2186 08 08 08 1 1 .
2187 02 02 02 1 1 .
2188 04 04 04 1 1 .
2189 02 02 02 1 1 .
2190 0b 0b 0b 1 1 .
2191 05 05 05 1 1 .
2192 05 05 05 1 1 .
2193 05 05 05 1 1 .
2194 0b 0b 0b 1 1 .
2195 0a 0a 0a 1 1 .
2196 05 05 05 1 1 .
2197 02 02 02 1 1 .
2198 09 09 09 1 1 .
2199 08 08 08 1 1 .
2200 0c 0c 0c 1 1 .
2201 03 03 03 1 1 .
2202 08 08 08 1 1 .
2203 06 06 06 1 1 .
2204 04 04 04 1 1 .
2205 05 05 05 1 1 .
2206 05 05 05 1 1 .
2207 08 08 08 1 1 .
2208 01 01 01 1 1 .
2209 02 02 02 1 1 .
2210 00 00 00 1 1 .
2211 00 00 00 1 1 .
2212 08 08 08 1 1 .
2213 05 05 05 1 1 .
2214 04 04 04 1 1 .
2215 0b 0b 0b 1 1 .
2216 02 02 02 1 1 .
2217 01 01 01 1 1 .
2218 0c 0c 0c 1 1 .
2219 0b 0b 0b 1 1 .
2220 08 08 08 1 1 .
2221 01 01 01 1 1 .
2222 07 07 07 1 1 .
2223 04 04 04 1 1 .
2224 02 02 02 1 1 .
2225 00 00 00 1 1 .
2226 00 00 00 1 1 .
2227 08 08 08 1 1 .
2228 0e 0e 0e 1 1 .
2229 10 10 10 1 1 .
2230 1a 1a 1a 1 1 .
2231 10 10 10 1 1 .
2232 20 20 20 1 1  
2233 1a 1a 1a 1 1 .
2234 18 18 18 1 1 .
2235 08 08 08 1 1 .
2236 0d 0d 0d 1 1 .
2237 39 39 39 1 1 9
2238 4b 4b 4b 1 1 K
2239 65 65 65 1 1 e
2240 3b 3b 3b 1 1 ;
2241 2b 2b 2b 1 1 +
2242 13 13 13 1 1 .
2243 0a 0a 0a 1 1 .
2244 1a 1a 1a 1 1 .
2245 18 18 18 1 1 .
2246 26 26 26 1 1 &
2247 26 26 26 1 1 &
2248 30 30 30 1 1 0
2249 2a 2a 2a 1 1 *
2250 1a 1a 1a 1 1 .
2251 10 10 10 1 1 .
2252 07 07 07 1 1 .
2253 0d 0d 0d 1 1 .
2254 21 21 21 1 1 !
2255 0f 0f 0f 1 1 .
2256 0f 0f 0f 1 1 .
2257 08 08 08 1 1 .
2258 06 06 06 1 1 .
2259 0a 0a 0a 1 1 .
2260 00 00 00 1 1 .
2261 0a 0a 0a 1 1 .
2262 05 05 05 1 1 .
2263 01 01 01 1 1 .
2264 05 05 05 1 1 .
2265 06 06 06 1 1 .
2266 01 01 01 1 1 .
2267 01 01 01 1 1 .
2268 08 08 08 1 1 .
2269 0d 0d 0d 1 1 .
2270 06 06 06 1 1 .
2271 00 00 00 1 1 .
2272 04 04 04 1 1 .
2273 05 05 05 1 1 .
2274 0c 0c 0c 1 1 .
2275 01 01 01 1 1 .
2276 05 05 05 1 1 .
2277 08 08 08 1 1 .
2278 09 09 09 1 1 .
2279 02 02 02 1 1 .
2280 00 00 00 1 1 .
2281 08 08 08 1 1 .
2282 02 02 02 1 1 .
2283 04 04 04 1 1 .
2284 02 02 02 1 1 .
2285 01 01 01 1 1 .
2286 07 07 07 1 1 .
2287 04 04 04 1 1 .
2288 03 03 03 1 1 .
2289 02 02 02 1 1 .
2290 0a 0a 0a 1 1 .
2291 03 03 03 1 1 .
2292 01 01 01 1 1 .
2293 04 04 04 1 1 .
2294 06 06 06 1 1 .
2295 09 09 09 1 1 .
2296 08 08 08 1 1 .
2297 02 02 02 1 1 .
2298 04 04 04 1 1 .
2299 07 07 07 1 1 .
2300 02 02 02 1 1 .
2301 00 00 00 1 1 .
2302 09 09 09 1 1 .
2303 00 00 00 1 1 .
2304 00 00 00 1 1 .
2305 04 04 04 1 1 .
2306 08 08 08 1 1 .
2307 02 02 02 1 1 .
2308 03 03 03 1 1 .
2309 01 01 01 1 1 .
2310 02 02 02 1 1 .
2311 07 07 07 1 1 .
2312 04 04 04 1 1 .
2313 06 06 06 1 1 .
2314 01 01 01 1 1 .
2315 04 04 04 1 1 .
2316 09 09 09 1 1 .
2317 03 03 03 1 1 .
2318 03 03 03 1 1 .
2319 01 01 01 1 1 .
2320 00 00 00 1 1 .
2321 00 00 00 1 1 .
2322 08 08 08 1 1 .
2323 02 02 02 1 1 .
2324 01 01 01 1 1 .
2325 0b 0b 0b 1 1 .
2326 01 01 01 1 1 .
2327 01 01 01 1 1 .
2328 07 07 07 1 1 .
2329 08 08 08 1 1 .
2330 00 00 00 1 1 .
2331 04 04 04 1 1 .
2332 00 00 00 1 1 .
2333 07 07 07 1 1 .
2334 04 04 04 1 1 .
2335 05 05 05 1 1 .
2336 04 04 04 1 1 .
2337 03 03 03 1 1 .
2338 02 02 02 1 1 .
2339 08 08 08 1 1 .
2340 01 01 01 1 1 .
2341 09 09 09 1 1 .
2342 01 01 01 1 1 .
2343 08 08 08 1 1 .
2344 00 00 00 1 1 .
2345 05 05 05 1 1 .
2346 10 10 10 1 1 .
2347 07 07 07 1 1 .
2348 03 03 03 1 1 .
2349 03 03 03 1 1 .
2350 08 08 08 1 1 .
2351 11 11 11 1 1 .
2352 06 06 06 1 1 .
2353 04 04 04 1 1 .
2354 08 08 08 1 1 .
2355 04 04 04 1 1 .
2356 00 00 00 1 1 .
2357 01 01 01 1 1 .
2358 00 00 00 1 1 .
2359 03 03 03 1 1 .
2360 03 03 03 1 1 .
2361 03 03 03 1 1 .
2362 0e 0e 0e 1 1 .
2363 05 05 05 1 1 .
2364 04 04 04 1 1 .
2365 04 04 04 1 1 .
2366 00 00 00 1 1 .
2367 01 01 01 1 1 .
2368 01 01 01 1 1 .
2369 08 08 08 1 1 .
2370 05 05 05 1 1 .
2371 04 04 04 1 1 .
2372 06 06 06 1 1 .
2373 03 03 03 1 1 .
2374 02 02 02 1 1 .
2375 00 00 00 1 1 .
2376 02 02 02 1 1 .
2377 04 04 04 1 1 .
2378 04 04 04 1 1 .
2379 00 00 00 1 1 .
2380 01 01 01 1 1 .
2381 02 02 02 1 1 .
2382 03 03 03 1 1 .
2383 03 03 03 1 1 .
2384 03 03 03 1 1 .
2385 01 01 01 1 1 .
2386 02 02 02 1 1 .
2387 07 07 07 1 1 .
2388 00 00 00 1 1 .
2389 03 03 03 1 1 .
2390 01 01 01 1 1 .
2391 03 03 03 1 1 .
2392 05 05 05 1 1 .
2393 03 03 03 1 1 .
2394 00 00 00 1 1 .
2395 08 08 08 1 1 .
2396 04 04 04 1 1 .
2397 02 02 02 1 1 .
2398 08 08 08 1 1 .
2399 00 00 00 1 1 .
2400 01 01 01 1 1 .
2401 00 00 00 1 1 .
2402 03 03 03 1 1 .
2403 06 06 06 1 1 .
2404 02 02 02 1 1 .
2405 0a 0a 0a 1 1 .
2406 03 03 03 1 1 .
2407 05 05 05 1 1 .
2408 05 05 05 1 1 .
2409 08 08 08 1 1 .
2410 09 09 09 1 1 .
2411 06 06 06 1 1 .
2412 00 00 00 1 1 .
2413 04 04 04 1 1 .
2414 03 03 03 1 1 .
2415 02 02 02 1 1 .
2416 04 04 04 1 1 .
2417 05 05 05 1 1 .
2418 06 06 06 1 1 .
2419 00 00 00 1 1 .
2420 07 07 07 1 1 .
2421 03 03 03 1 1 .
2422 04 04 04 1 1 .
2423 03 03 03 1 1 .
2424 02 02 02 1 1 .
2425 16 16 16 1 1 .
2426 1e 1e 1e 1 1 .
2427 16 16 16 1 1 .
2428 22 22 22 1 1 "
2429 16 16 16 1 1 .
2430 16 16 16 1 1 .
2431 0e 0e 0e 1 1 .
2432 02 02 02 1 1 .
2433 21 21 21 1 1 !
2434 41 41 41 1 1 A
2435 4f 4f 4f 1 1 O
2436 5b 5b 5b 1 1 [
2437 2f 2f 2f 1 1 /
2438 25 25 25 1 1 %
2439 01 01 01 1 1 .
2440 16 16 16 1 1 .
2441 1a 1a 1a 1 1 .
2442 24 24 24 1 1 $
2443 1a 1a 1a 1 1 .
2444 14 14 14 1 1 .
2445 20 20 20 1 1  
2446 1a 1a 1a 1 1 .
2447 26 26 26 1 1 &
2448 0c 0c 0c 1 1 .
2449 0a 0a 0a 1 1 .
2450 05 05 05 1 1 .
2451 07 07 07 1 1 .
2452 11 11 11 1 1 .
2453 07 07 07 1 1 .
2454 0d 0d 0d 1 1 .
2455 05 05 05 1 1 .
2456 00 00 00 1 1 .
2457 00 00 00 1 1 .
2458 01 01 01 1 1 .
2459 0a 0a 0a 1 1 .
2460 01 01 01 1 1 .
2461 04 04 04 1 1 .
2462 00 00 00 1 1 .
2463 01 01 01 1 1 .
2464 04 04 04 1 1 .
2465 05 05 05 1 1 .
2466 02 02 02 1 1 .
2467 02 02 02 1 1 .
2468 02 02 02 1 1 .
2469 01 01 01 1 1 .
2470 06 06 06 1 1 .
2471 07 07 07 1 1 .
2472 00 00 00 1 1 .
2473 03 03 03 1 1 .
2474 04 04 04 1 1 .
2475 00 00 00 1 1 .
2476 01 01 01 1 1 .
2477 06 06 06 1 1 .
2478 06 06 06 1 1 .
2479 00 00 00 1 1 .
2480 02 02 02 1 1 .
2481 03 03 03 1 1 .
2482 01 01 01 1 1 .
2483 03 03 03 1 1 .
2484 00 00 00 1 1 .
2485 08 08 08 1 1 .
2486 03 03 03 1 1 .
2487 08 08 08 1 1 .
2488 04 04 04 1 1 .
2489 07 07 07 1 1 .
2490 08 08 08 1 1 .
2491 0b 0b 0b 1 1 .
2492 08 08 08 1 1 .
2493 03 03 03 1 1 .
2494 02 02 02 1 1 .
2495 01 01 01 1 1 .
2496 06 06 06 1 1 .
2497 06 06 06 1 1 .
2498 07 07 07 1 1 .
2499 01 01 01 1 1 .
2500 04 04 04 1 1 .
2501 01 01 01 1 1 .
2502 04 04 04 1 1 .
2503 02 02 02 1 1 .
2504 00 00 00 1 1 .
2505 05 05 05 1 1 .
2506 01 01 01 1 1 .
2507 02 02 02 1 1 .
2508 03 03 03 1 1 .
2509 06 06 06 1 1 .
2510 04 04 04 1 1 .
2511 00 00 00 1 1 .
2512 02 02 02 1 1 .
2513 05 05 05 1 1 .
2514 01 01 01 1 1 .
2515 01 01 01 1 1 .
2516 01 01 01 1 1 .
2517 00 00 00 1 1 .
2518 05 05 05 1 1 .
2519 0e 0e 0e 1 1 .
2520 0d 0d 0d 1 1 .
2521 02 02 02 1 1 .
2522 00 00 00 1 1 .
2523 00 00 00 1 1 .
2524 05 05 05 1 1 .
2525 01 01 01 1 1 .
2526 0a 0a 0a 1 1 .
2527 03 03 03 1 1 .
2528 01 01 01 1 1 .
2529 03 03 03 1 1 .
2530 09 09 09 1 1 .
2531 01 01 01 1 1 .
2532 01 01 01 1 1 .
2533 0a 0a 0a 1 1 .
2534 01 01 01 1 1 .
2535 00 00 00 1 1 .
2536 04 04 04 1 1 .
2537 05 05 05 1 1 .
2538 02 02 02 1 1 .
2539 06 06 06 1 1 .
2540 05 05 05 1 1 .
2541 04 04 04 1 1 .
2542 00 00 00 1 1 .
2543 05 05 05 1 1 .
2544 06 06 06 1 1 .
2545 0d 0d 0d 1 1 .
2546 06 06 06 1 1 .
2547 06 06 06 1 1 .
2548 01 01 01 1 1 .
2549 06 06 06 1 1 .
2550 06 06 06 1 1 .
2551 0d 0d 0d 1 1 .
2552 06 06 06 1 1 .
2553 0d 0d 0d 1 1 .
2554 0a 0a 0a 1 1 .
2555 03 03 03 1 1 .
2556 06 06 06 1 1 .
2557 0a 0a 0a 1 1 .
2558 0b 0b 0b 1 1 .
2559 0c 0c 0c 1 1 .
2560 03 03 03 1 1 .
2561 00 00 00 1 1 .
2562 02 02 02 1 1 .
2563 03 03 03 1 1 .
2564 06 06 06 1 1 .
2565 01 01 01 1 1 .
2566 06 06 06 1 1 .
2567 0b 0b 0b 1 1 .
2568 08 08 08 1 1 .
2569 01 01 01 1 1 .
2570 04 04 04 1 1 .
2571 02 02 02 1 1 .
2572 0c 0c 0c 1 1 .
2573 00 00 00 1 1 .
2574 02 02 02 1 1 .
2575 03 03 03 1 1 .
2576 05 05 05 1 1 .
2577 03 03 03 1 1 .
2578 05 05 05 1 1 .
2579 04 04 04 1 1 .
2580 00 00 00 1 1 .
2581 00 00 00 1 1 .
2582 04 04 04 1 1 .
2583 04 04 04 1 1 .
2584 05 05 05 1 1 .
2585 0b 0b 0b 1 1 .
2586 03 03 03 1 1 .
2587 01 01 01 1 1 .
2588 03 03 03 1 1 .
2589 05 05 05 1 1 .
2590 04 04 04 1 1 .
2591 05 05 05 1 1 .
2592 04 04 04 1 1 .
2593 01 01 01 1 1 .
2594 06 06 06 1 1 .
2595 06 06 06 1 1 .
2596 06 06 06 1 1 .
2597 0a 0a 0a 1 1 .
2598 03 03 03 1 1 .
2599 04 04 04 1 1 .
2600 07 07 07 1 1 .
2601 00 00 00 1 1 .
2602 03 03 03 1 1 .
2603 00 00 00 1 1 .
2604 08 08 08 1 1 .
2605 05 05 05 1 1 .
2606 08 08 08 1 1 .
2607 03 03 03 1 1 .
2608 0a 0a 0a 1 1 .
2609 09 09 09 1 1 .
2610 01 01 01 1 1 .
2611 02 02 02 1 1 .
2612 02 02 02 1 1 .
2613 05 05 05 1 1 .
2614 00 00 00 1 1 .
2615 06 06 06 1 1 .
2616 03 03 03 1 1 .
2617 00 00 00 1 1 .
2618 03 03 03 1 1 .
2619 00 00 00 1 1 .
2620 03 03 03 1 1 .
2621 08 08 08 1 1 .
2622 08 08 08 1 1 .
2623 18 18 18 1 1 .
2624 1c 1c 1c 1 1 .
2625 16 16 16 1 1 .
2626 1e 1e 1e 1 1 .
2627 10 10 10 1 1 .
2628 1a 1a 1a 1 1 .
2629 06 06 06 1 1 .
2630 07 07 07 1 1 .
2631 19 19 19 1 1 .
2632 31 31 31 1 1 1
2633 41 41 41 1 1 A
2634 49 49 49 1 1 I
2635 35 35 35 1 1 5
2636 2b 2b 2b 1 1 +
2637 0d 0d 0d 1 1 .
2638 09 09 09 1 1 .
2639 18 18 18 1 1 .
2640 16 16 16 1 1 .
2641 0a 0a 0a 1 1 .
2642 1a 1a 1a 1 1 .
2643 1c 1c 1c 1 1 .
2644 2c 2c 2c 1 1 ,
2645 2e 2e 2e 1 1 .
2646 16 16 16 1 1 .
2647 14 14 14 1 1 .
2648 08 08 08 1 1 .
2649 17 17 17 1 1 .
2650 0f 0f 0f 1 1 .
2651 17 17 17 1 1 .
2652 0b 0b 0b 1 1 .
2653 05 05 05 1 1 .
2654 02 02 02 1 1 .
2655 06 06 06 1 1 .
2656 0e 0e 0e 1 1 .
2657 05 05 05 1 1 .
2658 0a 0a 0a 1 1 .
2659 00 00 00 1 1 .
2660 09 09 09 1 1 .
2661 00 00 00 1 1 .
2662 09 09 09 1 1 .
2663 0a 0a 0a 1 1 .
2664 01 01 01 1 1 .
2665 06 06 06 1 1 .
2666 00 00 00 1 1 .
2667 02 02 02 1 1 .
2668 04 04 04 1 1 .
2669 09 09 09 1 1 .
2670 02 02 02 1 1 .
2671 00 00 00 1 1 .
2672 01 01 01 1 1 .
2673 04 04 04 1 1 .
2674 01 01 01 1 1 .
2675 02 02 02 1 1 .
2676 00 00 00 1 1 .
2677 00 00 00 1 1 .
2678 01 01 01 1 1 .
2679 00 00 00 1 1 .
2680 04 04 04 1 1 .
2681 08 08 08 1 1 .
2682 01 01 01 1 1 .
2683 04 04 04 1 1 .
2684 07 07 07 1 1 .
2685 01 01 01 1 1 .
2686 02 02 02 1 1 .
2687 05 05 05 1 1 .
2688 00 00 00 1 1 .
2689 0c 0c 0c 1 1 .
2690 04 04 04 1 1 .
2691 03 03 03 1 1 .
2692 04 04 04 1 1 .
2693 03 03 03 1 1 .
2694 04 04 04 1 1 .
2695 05 05 05 1 1 .
2696 08 08 08 1 1 .
2697 07 07 07 1 1 .
2698 06 06 06 1 1 .
2699 00 00 00 1 1 .
2700 00 00 00 1 1 .
2701 01 01 01 1 1 .
2702 00 00 00 1 1 .
2703 01 01 01 1 1 .
2704 00 00 00 1 1 .
2705 04 04 04 1 1 .
2706 04 04 04 1 1 .
2707 03 03 03 1 1 .
2708 04 04 04 1 1 .
2709 08 08 08 1 1 .
2710 0d 0d 0d 1 1 .
2711 02 02 02 1 1 .
2712 03 03 03 1 1 .
2713 02 02 02 1 1 .
2714 01 01 01 1 1 .
2715 06 06 06 1 1 .
2716 04 04 04 1 1 .
2717 03 03 03 1 1 .
2718 03 03 03 1 1 .
2719 00 00 00 1 1 .
2720 03 03 03 1 1 .
2721 05 05 05 1 1 .
2722 02 02 02 1 1 .
2723 03 03 03 1 1 .
2724 08 08 08 1 1 .
2725 05 05 05 1 1 .
2726 01 01 01 1 1 .
2727 02 02 02 1 1 .
2728 00 00 00 1 1 .
2729 03 03 03 1 1 .
2730 03 03 03 1 1 .
2731 02 02 02 1 1 .
2732 02 02 02 1 1 .
2733 01 01 01 1 1 .
2734 01 01 01 1 1 .
2735 09 09 09 1 1 .
2736 01 01 01 1 1 .
2737 10 10 10 1 1 .
2738 11 11 11 1 1 .
2739 0c 0c 0c 1 1 .
2740 08 08 08 1 1 .
2741 04 04 04 1 1 .
2742 07 07 07 1 1 .
2743 00 00 00 1 1 .
2744 07 07 07 1 1 .
2745 05 05 05 1 1 .
2746 08 08 08 1 1 .
2747 05 05 05 1 1 .
2748 06 06 06 1 1 .
2749 04 04 04 1 1 .
2750 05 05 05 1 1 .
2751 06 06 06 1 1 .
2752 05 05 05 1 1 .
2753 04 04 04 1 1 .
2754 03 03 03 1 1 .
2755 06 06 06 1 1 .
2756 02 02 02 1 1 .
2757 00 00 00 1 1 .
2758 01 01 01 1 1 .
2759 04 04 04 1 1 .
2760 05 05 05 1 1 .
2761 01 01 01 1 1 .
2762 01 01 01 1 1 .
2763 0a 0a 0a 1 1 .
2764 02 02 02 1 1 .
2765 06 06 06 1 1 .
2766 03 03 03 1 1 .
2767 04 04 04 1 1 .
2768 07 07 07 1 1 .
2769 04 04 04 1 1 .
2770 05 05 05 1 1 .
2771 00 00 00 1 1 .
2772 14 14 14 1 1 .
2773 07 07 07 1 1 .
2774 0a 0a 0a 1 1 .
2775 01 01 01 1 1 .
2776 00 00 00 1 1 .
2777 07 07 07 1 1 .
2778 00 00 00 1 1 .
2779 01 01 01 1 1 .
2780 03 03 03 1 1 .
2781 02 02 02 1 1 .
2782 08 08 08 1 1 .
2783 01 01 01 1 1 .
